Viewer Channel,Channel Name,Call Letters (EPG),SD/HD,Channel Type,Blackout Required?,Channel Acquisition,U-FAM,U100,U200,U300,U400,,,,,,,,,,,,,,,,,,,,,,,,,
1084,AT&T U-verse Shopping 1,USHOP1,SD,Dual,NO,National,YES,YES,YES,YES,YES
1100,Customer Notification,ATTN,HD,Dual,NO,National,YES,YES,YES,YES,YES
1101,AT&T Pay Per View Schedule,PPVSCH,IMAGE,Dual,NO,National,YES,YES,YES,YES,YES
1102,AT&T Pay Per View Events in HD,PPVHD,HD,PPV,NO,National,,,,,
1104,Velocity HD,VELOC,HD,Linear,NO,National,,YES,YES,YES,YES
1105,Universal HD,UNIHD,HD,Linear,NO,National,,YES,YES,YES,YES
1106,AXS TV,AXS TV,HD,Linear,YES,National,,YES,YES,YES,YES
1107,HDNet Movies,HDMOV,HD,Linear,NO,National,,,,,
1108,TNT HD,TNTHD,HD,Linear,YES,National,,YES,YES,YES,YES
1109,TNT HD - West,TNTHDW,HD,Linear,YES,National,,YES,YES,YES,YES
1112,TBS HD,TBS HD,HD,Linear,YES,National,,YES,YES,YES,YES
1113,TBS HD - West,TBSHDW,HD,Linear,YES,National,,YES,YES,YES,YES
1116,MGM HD,MGM HD,HD,Linear,NO,National,,,,,
1118,Smithsonian Channel HD,SMTHHD,HD,Linear,NO,National,,,,YES,YES
1120,Discovery Channel HD,DSC HD,HD,Linear,NO,National,,YES,YES,YES,YES
1124,USA Network HD,USA HD,HD,Linear,YES,National,,YES,YES,YES,YES
1128,FX Network HD,FX HD,HD,Linear,YES,National,,YES,YES,YES,YES
1132,A&E HD,A&E HD,HD,Linear,NO,National,,YES,YES,YES,YES
1134,E! Entertainment HD,E! HD,HD,Linear,NO,National,,YES,YES,YES,YES
1138,TV Land HD,TVLDHD,HD,Linear,NO,National,,YES,YES,YES,YES
1140,Comedy Central HD,COM HD,HD,Linear,NO,National,,YES,YES,YES,YES
1145,Spike TV HD,SPKEHD,HD,Linear,NO,National,,YES,YES,YES,YES
1149,G4 HD,G4 HD,HD,Linear,NO,National,,,YES,YES,YES
1151,Syfy HD,SyfyHD,HD,Linear,NO,National,,YES,YES,YES,YES
1155,BET (Black Entertainment Television) HD,BET HD,HD,Linear,NO,National,,YES,YES,YES,YES
1157,TV One HD,TV1 HD,HD,Linear,NO,National,,,YES,YES,YES
